Ponto1;Ponto 2;Ponto 3;Ponto 4;Ponto 5;Ponto 6;Ponto 7;Ponto 8;Ponto 9;Ponto 10;Ponto 11;Ponto 12;Ponto 13;Ponto 14;Ponto 15;Ponto 16;Ponto 17;Ponto 18;Ponto 19;Ponto 20;Ponto 21;Ponto 22;Ponto 23;Ponto 24;Ponto 25;Ponto 26;Ponto 27;Ponto 28;Ponto 29;Ponto 30;Ponto 31;Ponto 32;Ponto 33;Ponto 34;Ponto 35;Ponto 36;Ponto 37;Ponto 38;Ponto 39;Ponto 40;Ponto 41;Ponto 42;Ponto 43;Ponto 44;Ponto 45;Ponto 46;Ponto 47;Ponto 48;Ponto 49;Ponto 50;Ponto 51
0.003874675;0.005121805;-7.09791E-05;-4.0349E-05;0.009932457;0.009001543;0.010278031;0.009941342;-9.10607E-05;-5.89888E-05;0.013910899;0.015761717;2.38311E-05;0.016843585;5.94693E-05;0.000270094;0.000126108;0.009935357;0.008796015;0.001077851;0.00547827;0.001170779;-0.000163975;0.005788132;-0.000305076;2.00509E-05;-7.45592E-05;-0.001810957;0.000113519;-0.000125142;3.9402E-06;0.009528278;-0.000143826;-0.000278862;0.000368912;7.4566E-05;0.000191799;2.9517E-05;0.000548173;0.000462955;0.002626539;0.000555575;0.000259308;5.1545E-05;0.00040279;0.000127878;0.007350572;0.003785566;0.009726603;0.006875538;0.004330005
0.004526407;0.005111785;-0.000130956;-7.24618E-05;0.010023486;0.009008453;0.010368137;0.010011552;-9.82647E-05;-4.49981E-05;0.014112332;0.015757363;4.11914E-05;0.016924091;8.14249E-05;0.000239703;6.80118E-05;0.009918588;0.008755447;0.001081087;0.00547715;0.00121608;-0.000184364;0.005834116;-0.000298996;-2.70817E-05;-8.66879E-05;-0.001772946;0.000103586;-0.000182667;6.87313E-05;0.009470918;-0.000152886;-0.000273811;0.000317197;5.9438E-05;0.000189814;3.75806E-05;0.000603585;0.00053807;0.002699599;0.000541939;0.000248748;5.80893E-05;0.000394878;0.000138224;0.00737315;0.003827401;0.009826433;0.006850512;0.004493037
0.005219061;0.00511476;-0.000159762;-8.21797E-05;0.010090755;0.009009575;0.010458672;0.01009259;-0.000120227;-6.27532E-05;0.014285838;0.015757835;5.49217E-05;0.016987373;0.000110648;0.000204412;1.3346E-05;0.009907189;0.008783654;0.001039946;0.005480599;0.001284196;-0.000179881;0.00588709;-0.000331796;-4.83805E-05;-9.29669E-05;-0.001734822;6.74114E-05;-0.000218289;0.000117803;0.009450616;-0.000147203;-0.000322345;0.00027577;9.94293E-05;0.000170967;4.30634E-05;0.000629807;0.000608824;0.002792524;0.000505335;0.000238168;9.75797E-05;0.00039528;0.000153366;0.007414617;0.003878332;0.009889617;0.006859904;0.004558341
0.005940459;0.005157486;-0.000152635;-8.94003E-05;0.010150419;0.009010297;0.010564708;0.010204659;-0.000148899;-8.14611E-05;0.014438263;0.015755685;5.60208E-05;0.017032163;0.00011574;0.000200418;-3.92239E-05;0.009859374;0.008789997;0.000985026;0.005465047;0.00135336;-0.000161209;0.005916698;-0.00035496;-6.40427E-05;-9.64251E-05;-0.001660615;3.42563E-05;-0.00023684;0.000142036;0.009412954;-0.000137665;-0.000358981;0.000277975;0.000174026;0.000175333;5.73644E-05;0.00064712;0.000697955;0.002865197;0.000480658;0.000229864;0.000126801;0.000403244;0.000133532;0.007491869;0.003931037;0.009945736;0.006873673;0.004556372
0.006665301;0.005197657;-0.00011525;-0.000126315;0.010231602;0.009016042;0.01067299;0.010297836;-0.00014519;-5.4022E-05;0.014569048;0.015733796;4.56217E-05;0.017072976;0.00010655;0.000237172;-0.000101899;0.009744827;0.008747237;0.000958764;0.005451259;0.001396196;-0.000137374;0.00591575;-0.000317051;-0.000104629;-9.83092E-05;-0.001557525;4.6974E-05;-0.00022822;0.000184396;0.009351775;-0.000130747;-0.000319088;0.000308751;0.000231116;0.000189529;0.000122837;0.000696479;0.000775485;0.002886302;0.000463801;0.000241993;0.00012329;0.000422786;9.79346E-05;0.007597234;0.003988605;0.010076249;0.006891787;0.004540885
0.007364706;0.005228939;-9.953E-05;-0.000180813;0.010283756;0.009029563;0.010769309;0.010352975;-0.000143466;-4.65075E-05;0.014679857;0.015687821;2.81511E-05;0.017078576;8.52623E-05;0.000245487;-0.000191858;0.009664177;0.008705611;0.000957909;0.005450265;0.001435541;-0.000119531;0.005936082;-0.000306309;-9.90651E-05;-9.8972E-05;-0.001461793;8.20148E-05;-0.000244409;0.000223553;0.009317511;-0.000123444;-0.000287546;0.000339565;0.000241864;0.000221734;0.000142793;0.000742487;0.000789058;0.002907117;0.000429671;0.000250947;0.000127198;0.00044594;8.92426E-05;0.007667166;0.004000375;0.010217661;0.006874752;0.004555457
0.008028475;0.005263898;-9.26436E-05;-0.000226249;0.010302404;0.009017024;0.010843828;0.010392794;-0.00015262;-7.29688E-05;0.014755211;0.015632593;1.48222E-05;0.017051894;5.78029E-05;0.000245895;-0.000276466;0.009592304;0.008658657;0.000947541;0.005426372;0.001491673;-0.000111879;0.005966934;-0.000312496;-0.000102172;-9.10758E-05;-0.001379298;0.000113066;-0.00029158;0.000248471;0.009280059;-0.000116158;-0.000269752;0.00038999;0.000247335;0.000268394;0.000120363;0.000758235;0.000774275;0.002936158;0.000382382;0.00026665;0.00013765;0.000475829;9.01822E-05;0.007682216;0.003981478;0.010336141;0.006827593;0.004564211
0.008647846;0.005309337;-7.19656E-05;-0.000256105;0.010323308;0.008957204;0.010894768;0.010449246;-0.000160808;-0.000104583;0.014804979;0.01557634;5.06492E-05;0.01703976;3.42902E-05;0.000242814;-0.000331415;0.009540912;0.008639144;0.000915482;0.005379838;0.001563535;-0.000100857;0.005976739;-0.000295806;-0.000143079;-9.10526E-05;-0.00130043;0.000151567;-0.000304676;0.000263163;0.009220634;-0.000102201;-0.000256036;0.000458134;0.000285011;0.000341218;0.000117311;0.000773365;0.000789908;0.002976299;0.000326913;0.000277552;0.000141944;0.000501133;7.5759E-05;0.007662593;0.003960381;0.010409986;0.006791909;0.004543588
0.00920811;0.005342549;-5.59617E-05;-0.000290868;0.01035887;0.008902091;0.010926463;0.010477207;-0.000176946;-0.00013574;0.014848263;0.01549619;7.01261E-05;0.017029942;-5.77301E-06;0.000251839;-0.000405628;0.009449364;0.008597506;0.000869237;0.005334922;0.001630005;-8.64773E-05;0.00596478;-0.000281301;-0.000160609;-0.00011462;-0.001273537;0.000174182;-0.000293772;0.00026642;0.009166428;-8.40663E-05;-0.000244149;0.000487067;0.000305241;0.000365946;0.000127009;0.000777216;0.000808748;0.002960207;0.000260176;0.000288008;0.000144776;0.000543453;5.2646E-05;0.007649585;0.003933129;0.010443074;0.006743051;0.00451022
0.009713278;0.005338888;-5.18511E-05;-0.000335858;0.010386651;0.00885024;0.010950814;0.01047083;-0.000212295;-0.000173248;0.014902608;0.015399395;3.10317E-05;0.017002115;-6.67402E-05;0.000275501;-0.000475196;0.009308341;0.008506653;0.000813548;0.005280772;0.001690556;-8.41624E-05;0.005938612;-0.000274136;-0.000118891;-0.000130407;-0.00128558;0.000178411;-0.000281777;0.000259396;0.009084472;-6.86213E-05;-0.000244704;0.00049749;0.000304103;0.000339677;0.00015356;0.000767142;0.000810518;0.002906692;0.00019531;0.000306854;0.000128963;0.000603362;3.12939E-05;0.007650874;0.00391005;0.010427186;0.0066427;0.004454767
0.010168321;0.005332204;-5.08388E-05;-0.000375203;0.010372109;0.008785368;0.010965446;0.010480364;-0.000263056;-0.000219359;0.014980751;0.015305989;-2.02056E-05;0.016949604;-0.000125229;0.000289098;-0.000508111;0.009186796;0.008370315;0.0007654;0.005218575;0.001735548;-9.47048E-05;0.005889103;-0.000302793;-8.53608E-05;-0.000147529;-0.001277864;0.000191428;-0.000277812;0.00023642;0.008981859;-6.28407E-05;-0.00023181;0.000534202;0.000303991;0.000357793;0.000173564;0.000751506;0.000811307;0.002875189;0.000159869;0.000304146;0.000106708;0.000639401;-1.91621E-05;0.007651618;0.003867922;0.010424272;0.006558307;0.004373596
0.010586828;0.005305068;-5.73707E-05;-0.000410125;0.010349069;0.008715208;0.010958287;0.010471163;-0.000312493;-0.000260012;0.015052515;0.015214207;-6.25606E-05;0.016894988;-0.000157492;0.000289057;-0.000535779;0.009078886;0.008231552;0.000721333;0.005168296;0.001770822;-0.000111775;0.00583374;-0.000352165;-9.36724E-05;-0.000172711;-0.001279907;0.00020587;-0.000270557;0.000232708;0.008899983;-5.92356E-05;-0.000204116;0.000559842;0.000288787;0.000365841;0.00019082;0.000737034;0.000803698;0.002856444;0.00012509;0.000290726;9.84696E-05;0.000666467;-6.03036E-05;0.007629388;0.003815136;0.010464594;0.00650844;0.004294
0.010984606;0.005249065;-7.49691E-05;-0.000449292;0.010336657;0.008660482;0.010930885;0.010425354;-0.000369217;-0.000304522;0.015094811;0.015127712;-0.000104263;0.016843291;-0.000156892;0.000286128;-0.000583967;0.008969763;0.008101676;0.000686098;0.005117313;0.001808123;-0.000124958;0.005787205;-0.000377744;-0.000118564;-0.000175771;-0.001277021;0.000213513;-0.00024086;0.000248498;0.008788376;-5.89274E-05;-0.000177784;0.000560711;0.00027413;0.000346999;0.000198555;0.000759041;0.000778909;0.002834616;8.47703E-05;0.000289962;9.24653E-05;0.000695012;-7.07464E-05;0.007583565;0.003764862;0.010542063;0.006468657;0.004230182
0.011383447;0.005213709;-9.71647E-05;-0.000464719;0.010331799;0.008610511;0.010904208;0.01041326;-0.000462754;-0.000362458;0.015121456;0.015053755;-0.000146115;0.016774927;-0.000171253;0.000283847;-0.000637428;0.008861458;0.007976412;0.000633077;0.005054703;0.001863269;-0.00013842;0.005740806;-0.000403275;-0.000176539;-0.000187764;-0.00129037;0.000198239;-0.000234065;0.000232926;0.008667101;-6.21886E-05;-0.000174132;0.000569051;0.000294723;0.000329541;0.000181548;0.000762484;0.000781262;0.002806773;5.11879E-05;0.000290905;9.04758E-05;0.00071931;-9.85494E-05;0.007525529;0.003716576;0.010576426;0.006390499;0.00417877
0.011789144;0.005177962;-0.000121078;-0.000472241;0.010345579;0.00856411;0.010884267;0.010425465;-0.000570632;-0.000409192;0.015154787;0.014985698;-0.000184245;0.016699856;-0.000202751;0.000269049;-0.000688316;0.008772196;0.007882327;0.000581153;0.005011385;0.00192383;-0.000152046;0.005697337;-0.000429412;-0.000250788;-0.000217349;-0.001329197;0.000185462;-0.00024159;0.000202555;0.008565787;-6.62265E-05;-0.000183722;0.000578656;0.000335707;0.000312901;0.000174508;0.000760384;0.000794952;0.002779425;2.00921E-05;0.000291107;8.90186E-05;0.000736815;-0.000137546;0.007475556;0.003681892;0.010570989;0.00627758;0.004158067
0.012200984;0.005142659;-0.000148053;-0.000501765;0.010363599;0.008535882;0.010886068;0.010443206;-0.000657024;-0.000429429;0.015207433;0.01492506;-0.000206149;0.016651431;-0.000229742;0.000255223;-0.000752921;0.008722017;0.007827845;0.00053535;0.004968148;0.001975865;-0.000170748;0.005649849;-0.000466888;-0.000286114;-0.000237531;-0.001342368;0.00019033;-0.000208095;0.00021157;0.008463359;-5.67093E-05;-0.000181343;0.000581368;0.000347671;0.000300821;0.000174717;0.000777118;0.000804341;0.002762251;4.86841E-06;0.000275631;9.27954E-05;0.000750418;-0.000186989;0.007466279;0.003636117;0.010563272;0.006184275;0.004124747
0.012625707;0.005098934;-0.000175718;-0.000545996;0.010372659;0.008505406;0.010910039;0.010448992;-0.000724353;-0.000448796;0.015268916;0.014875434;-0.000241262;0.016609345;-0.000248489;0.000261208;-0.00078848;0.008668927;0.007764974;0.000501472;0.004915256;0.002028805;-0.000198918;0.005614619;-0.000503302;-0.000294302;-0.000228247;-0.001328222;0.000187164;-0.000187804;0.000246664;0.008354231;-4.37476E-05;-0.000171789;0.000597858;0.000354563;0.000276295;0.000181914;0.000785465;0.000801885;0.002766925;-1.79406E-06;0.000269797;9.65082E-05;0.000777278;-0.000217389;0.007469508;0.00360465;0.010554951;0.006095532;0.004084727
0.013063147;0.005060768;-0.000201597;-0.000599251;0.010389147;0.008478272;0.010952299;0.010450074;-0.000775426;-0.000471071;0.015338976;0.014830446;-0.000271077;0.016582468;-0.000256974;0.000282856;-0.000790675;0.008613282;0.007682829;0.000494427;0.004872028;0.002078118;-0.000218277;0.005585337;-0.000514262;-0.000287641;-0.000216667;-0.001283326;0.000175211;-0.000181368;0.000285485;0.008256135;-3.18739E-05;-0.000153831;0.000617224;0.000379955;0.000255731;0.000208342;0.000794743;0.000811236;0.002781663;-1.2677E-05;0.000270074;0.00010451;0.000810513;-0.000223128;0.007474215;0.003593082;0.010565269;0.006035218;0.004060094
0.013497464;0.005059086;-0.00020462;-0.000633812;0.0104185;0.008460498;0.010984741;0.010463521;-0.000795947;-0.000484349;0.015389333;0.014784059;-0.000253975;0.016575859;-0.000260015;0.000303085;-0.00080717;0.008573018;0.007599007;0.000499661;0.0048519;0.00212193;-0.000222365;0.00556749;-0.000555063;-0.00033603;-0.000209031;-0.001238593;0.0001709;-0.000176995;0.000340608;0.008189534;-2.01212E-05;-0.000129421;0.000614885;0.000409089;0.000263331;0.000217352;0.000806139;0.000839114;0.002795992;-1.32839E-05;0.000253749;0.000122617;0.000828974;-0.000231874;0.007475812;0.003585261;0.010615586;0.006024594;0.004056059
0.013927096;0.005066802;-0.000200142;-0.000661071;0.010455241;0.008461779;0.011017783;0.010484424;-0.000810176;-0.000498691;0.01543299;0.014747458;-0.000238929;0.01657484;-0.000271252;0.000324008;-0.000834663;0.008541942;0.007527775;0.000510725;0.00483619;0.002172517;-0.000215175;0.005564691;-0.000585761;-0.000372755;-0.000180631;-0.001192423;0.000176564;-0.000178979;0.000386269;0.008102662;-1.31184E-05;-0.000120943;0.000613768;0.000449305;0.000284774;0.000221972;0.000838572;0.000866338;0.002799623;-1.0871E-05;0.000253596;0.000124314;0.000839012;-0.000238373;0.007485739;0.003593757;0.010655907;0.005997482;0.004064362
0.014346022;0.005077536;-0.000203306;-0.00069533;0.010496998;0.008476893;0.011057272;0.01051762;-0.000829213;-0.000512408;0.015479943;0.014735716;-0.000249327;0.016570631;-0.000290407;0.000339668;-0.00086911;0.008538796;0.007500332;0.000518837;0.004819255;0.002234362;-0.000197904;0.005565876;-0.000589104;-0.000384479;-0.000150732;-0.001144581;0.000197616;-0.000193263;0.000397012;0.00801478;-1.03363E-05;-0.000115976;0.000649467;0.000497947;0.000301586;0.000227423;0.000898101;0.000890862;0.002789517;-2.15308E-05;0.000286241;0.000109091;0.000847528;-0.000255019;0.00750755;0.003615754;0.010659761;0.005949712;0.004080149
0.01474349;0.005084738;-0.000201854;-0.000710493;0.01053727;0.008482651;0.011104449;0.010558329;-0.000836851;-0.000511351;0.015546224;0.014725923;-0.000256252;0.016574262;-0.000308601;0.000335233;-0.00088328;0.008539105;0.007505906;0.000519328;0.004823651;0.002293612;-0.000182443;0.005565239;-0.000607648;-0.000401345;-0.000142503;-0.001127436;0.000230979;-0.000223788;0.000406293;0.007986614;-1.39783E-06;-0.00010778;0.000672657;0.000525157;0.000325633;0.000252015;0.000917837;0.000914246;0.002768617;-4.58953E-05;0.000310418;0.000114047;0.000854361;-0.000262987;0.007527405;0.003637036;0.01065813;0.005899312;0.004088752
0.015116794;0.005098416;-0.000193766;-0.000719017;0.01057098;0.008490308;0.011159531;0.010593404;-0.000831428;-0.000505082;0.015618047;0.014719398;-0.00025473;0.016598841;-0.000309009;0.00033047;-0.000888573;0.008530095;0.007512967;0.000515102;0.004825919;0.002346704;-0.00016597;0.005560508;-0.000630312;-0.000403848;-0.000127712;-0.001095231;0.000265077;-0.00023783;0.000431083;0.007974102;1.5602E-05;-8.90265E-05;0.000676801;0.00052731;0.000355925;0.000279957;0.000921812;0.000939053;0.002744913;-6.84925E-05;0.000320628;0.000133909;0.000866562;-0.000253465;0.007546983;0.003650466;0.010683768;0.005873998;0.004074709
0.015459297;0.00513566;-0.000185175;-0.000751148;0.010592651;0.008514722;0.011210691;0.010628232;-0.000811403;-0.000498366;0.01569283;0.014731931;-0.000234427;0.016651636;-0.000296818;0.000354461;-0.000897845;0.008527829;0.007508621;0.000500048;0.004815381;0.002394702;-0.000151491;0.005551967;-0.000653187;-0.000401493;-9.91384E-05;-0.001018666;0.000290694;-0.000233234;0.000476424;0.007961092;3.78475E-05;-4.42636E-05;0.000697491;0.000516548;0.000373716;0.000300062;0.000943533;0.000969213;0.002760366;-6.92238E-05;0.000331199;0.000152003;0.000885977;-0.000248414;0.007571749;0.003657401;0.010756289;0.005901926;0.004057554
0.015779208;0.005173024;-0.00016921;-0.000771483;0.010639773;0.008540703;0.011271727;0.010663374;-0.000796454;-0.000492489;0.015772344;0.014746403;-0.000222251;0.016703986;-0.000289192;0.000373669;-0.000893434;0.008520593;0.007488804;0.000506149;0.004825804;0.002445551;-0.000124951;0.005551602;-0.000653157;-0.000401;-8.31774E-05;-0.000956319;0.000313828;-0.000232409;0.000500535;0.007975389;5.17095E-05;-1.30914E-05;0.000725146;0.000524515;0.000388378;0.000337438;0.00097438;0.0010133;0.002776839;-7.27622E-05;0.000349363;0.00015044;0.000903597;-0.000225344;0.007582088;0.003692293;0.010838803;0.005924976;0.004078641
0.01607433;0.00520634;-0.000145009;-0.000768343;0.010706703;0.008564366;0.011350478;0.010697196;-0.00078302;-0.00048474;0.015851882;0.014759831;-0.000224047;0.016747932;-0.000285739;0.000380452;-0.000892972;0.00851484;0.007471094;0.000527661;0.004840577;0.002505014;-9.37026E-05;0.005562043;-0.000652821;-0.000395421;-7.05922E-05;-0.000921048;0.000340432;-0.000219961;0.000518108;0.008008606;6.21171E-05;-3.57582E-06;0.000755788;0.000529503;0.000406436;0.000370404;0.001003259;0.001057243;0.0027791;-7.59326E-05;0.000369547;0.00013178;0.000915792;-0.000193887;0.007583015;0.003737168;0.010917553;0.00593117;0.004111828
0.016342729;0.005226014;-0.00011501;-0.00076116;0.01076075;0.008569499;0.011395619;0.010743;-0.000765686;-0.000458467;0.015905464;0.014778347;-0.000216724;0.016786318;-0.000283583;0.000387139;-0.000898762;0.008521497;0.00748662;0.000531504;0.004856039;0.002564015;-8.0687E-05;0.005576186;-0.000697188;-0.000407462;-5.17246E-05;-0.000882779;0.000369567;-0.000213956;0.000548891;0.008042347;7.52172E-05;1.31231E-05;0.000800255;0.000541632;0.000414865;0.000381112;0.001022204;0.001059664;0.002804101;-6.18014E-05;0.000389757;0.000114641;0.000930983;-0.000187072;0.007586887;0.003763385;0.010993361;0.005908214;0.004135446
0.016599668;0.005231842;-0.000105185;-0.000768823;0.010813535;0.008571953;0.011436327;0.01078303;-0.000758104;-0.000429396;0.01596853;0.014799036;-0.000212367;0.016818089;-0.000275579;0.00039174;-0.000896392;0.008535334;0.007534823;0.000531843;0.004865944;0.002622364;-7.096E-05;0.005578699;-0.000707832;-0.00040493;-4.3717E-05;-0.000829866;0.00039603;-0.000200983;0.000573467;0.008075024;9.20472E-05;3.68603E-05;0.000859511;0.000556954;0.000425629;0.000391941;0.001044691;0.001051325;0.002835256;-6.02506E-05;0.000415873;0.00011238;0.000955688;-0.000194479;0.007593414;0.003778643;0.011055875;0.005885322;0.004151049
0.016854418;0.005230351;-0.000118043;-0.000781257;0.010872262;0.00858593;0.01148347;0.010799221;-0.000758583;-0.000405361;0.016054941;0.014809025;-0.00020834;0.016840518;-0.000265033;0.000385902;-0.000893542;0.008539939;0.007596421;0.000530618;0.00487049;0.002679129;-5.84842E-05;0.005573825;-0.000670089;-0.000398242;-3.26808E-05;-0.000784073;0.000419246;-0.000172465;0.000607047;0.008098037;0.000112433;4.70925E-05;0.000906256;0.000550147;0.00045865;0.000401479;0.001068987;0.001056013;0.002861988;-7.51922E-05;0.000433771;0.000129996;0.000984339;-0.000207412;0.007598979;0.003794359;0.011106551;0.00587573;0.004156882
0.017104299;0.00522518;-0.000118033;-0.000788301;0.010910192;0.008595403;0.011525429;0.010831213;-0.000749274;-0.000398944;0.016139574;0.014805583;-0.000184325;0.016870681;-0.000251179;0.000390453;-0.000887793;0.008513608;0.007617153;0.000537661;0.004867313;0.002727638;-6.10699E-05;0.005566897;-0.000646386;-0.000399512;-1.81822E-05;-0.000751813;0.000425663;-0.000123853;0.000656659;0.008083672;0.000129185;5.14577E-05;0.00091467;0.000549435;0.000490532;0.000423095;0.00107887;0.001057987;0.00288374;-8.4227E-05;0.000435138;0.000156703;0.001007547;-0.00020104;0.007603595;0.003802567;0.011166433;0.00587194;0.004167372
0.017360033;0.005223554;-0.000117046;-0.000805175;0.010932484;0.008603796;0.011558022;0.010880805;-0.000735401;-0.000407362;0.016216876;0.014805455;-0.000156935;0.016900494;-0.00024861;0.000411016;-0.000891525;0.008492648;0.007609239;0.000545443;0.004855104;0.002775814;-7.25412E-05;0.005558573;-0.000640331;-0.000407083;-1.14376E-05;-0.0007291;0.000423704;-7.7542E-05;0.000701864;0.008044219;0.00013903;6.04313E-05;0.000931734;0.000565342;0.000505635;0.00044377;0.001092198;0.001063318;0.002910408;-8.61071E-05;0.000442179;0.000171727;0.001025521;-0.000206498;0.007608288;0.003806237;0.011218572;0.005878666;0.004186493
0.017641217;0.005217536;-0.000123234;-0.000828078;0.010955331;0.008612555;0.011586603;0.010917488;-0.00072316;-0.000422922;0.016285893;0.014804016;-0.00013867;0.01692483;-0.000266108;0.000442906;-0.00090562;0.008485202;0.007576179;0.000550921;0.004840804;0.002828637;-8.041E-05;0.005555775;-0.000651865;-0.000400471;-1.00666E-05;-0.000715588;0.000423951;-5.08633E-05;0.000742732;0.007991716;0.000146933;7.47644E-05;0.0009543;0.000595731;0.000516455;0.000454343;0.001093718;0.001072462;0.002936762;-7.64723E-05;0.000457736;0.000168378;0.00104504;-0.000234547;0.0076035;0.003806254;0.01126187;0.005887962;0.004199488
0.017983272;0.005198619;-0.000128732;-0.000821845;0.010984274;0.008608843;0.011622193;0.010940232;-0.000721541;-0.000435681;0.016339007;0.014783362;-0.000137223;0.016940536;-0.000281046;0.000450279;-0.000924636;0.008461865;0.007534222;0.000559897;0.004824311;0.002877746;-8.31487E-05;0.005555731;-0.00065616;-0.000380073;-1.0047E-05;-0.000711878;0.000429299;-3.45152E-05;0.000772486;0.007943047;0.000150405;7.23041E-05;0.000959327;0.000614271;0.000537938;0.000455739;0.001092601;0.001096029;0.002934066;-8.41627E-05;0.000459063;0.000169994;0.001058896;-0.000245166;0.007592172;0.003809593;0.011295694;0.005869231;0.004184327
0.018394847;0.005175074;-0.000134417;-0.000810256;0.011005928;0.008597663;0.011642751;0.010958531;-0.000726252;-0.000441236;0.016375411;0.014756192;-0.000136442;0.016954378;-0.00028928;0.000444785;-0.000947456;0.008429053;0.007495214;0.000556271;0.004811523;0.002916784;-8.70072E-05;0.005552723;-0.000653785;-0.000373985;-8.36405E-06;-0.000699631;0.000435367;-3.90194E-05;0.000797455;0.007899641;0.000150143;7.39444E-05;0.000961591;0.00062527;0.000556121;0.000452479;0.001105423;0.00113136;0.002936058;-0.000101504;0.000452049;0.000184522;0.001074432;-0.000252276;0.007583034;0.003817342;0.011332961;0.005837976;0.004158074
0.01887809;0.005147612;-0.000137008;-0.000819805;0.011011276;0.008590182;0.011642372;0.010979185;-0.000720853;-0.000447984;0.016401203;0.014739624;-0.000134465;0.016965747;-0.00028757;0.000440873;-0.000971271;0.008410051;0.007460208;0.000540485;0.004811928;0.002948702;-8.96561E-05;0.005536891;-0.000651758;-0.000382114;6.50571E-07;-0.000675778;0.000435135;-5.77708E-05;0.000834348;0.007834044;0.000150159;8.95796E-05;0.000963026;0.000644213;0.000569443;0.000459532;0.001135754;0.001170514;0.002942666;-0.000121403;0.000453334;0.000208052;0.001109335;-0.000282159;0.007583039;0.00382233;0.011375026;0.005818384;0.004139302
0.019429796;0.005133802;-0.000139153;-0.000823605;0.011027668;0.008604194;0.011665637;0.010984758;-0.000716403;-0.000461321;0.016444328;0.014726868;-0.000137912;0.016980682;-0.000282112;0.00042929;-0.001001378;0.008389257;0.007431331;0.000532173;0.004801281;0.002987999;-8.1029E-05;0.00552368;-0.000625647;-0.000399189;1.46757E-05;-0.000662293;0.000439345;-5.58347E-05;0.000865077;0.007778127;0.000152998;9.56755E-05;0.000957825;0.000639897;0.000588278;0.000466851;0.001172146;0.001234285;0.002936203;-0.000144053;0.000453792;0.000226443;0.001135099;-0.000298533;0.007582582;0.003837498;0.011402915;0.005821886;0.004126366
0.020042966;0.005131879;-0.000135269;-0.000819265;0.011051853;0.00862861;0.011699032;0.010987981;-0.000715731;-0.000470456;0.016495032;0.014719796;-0.0001323;0.017013157;-0.000273958;0.000422727;-0.001022349;0.008364216;0.007416796;0.000533847;0.004776238;0.003034301;-6.95996E-05;0.005517714;-0.000595489;-0.000422481;2.59341E-05;-0.00063464;0.000448499;-3.76745E-05;0.000879324;0.007743998;0.000160219;0.000105338;0.000956097;0.000636163;0.000600829;0.000474021;0.001201143;0.001298049;0.002938013;-0.000155098;0.000453761;0.000235519;0.001142954;-0.000291055;0.00758079;0.003854389;0.011420283;0.005835272;0.004118674
0.020706799;0.005143984;-0.000114932;-0.000818963;0.01107907;0.008645973;0.011738537;0.01102327;-0.000700015;-0.000469699;0.016533823;0.014734895;-0.000118568;0.017065278;-0.000266799;0.000434994;-0.00104093;0.008355908;0.007407663;0.00054332;0.004772885;0.003083468;-6.12068E-05;0.005520133;-0.000594023;-0.000436719;2.87475E-05;-0.000599569;0.00047222;-3.56814E-05;0.000898791;0.007718395;0.000162285;0.000153516;0.000973971;0.000659046;0.000595552;0.000493971;0.001232549;0.001347161;0.002947959;-0.000142213;0.000464442;0.000238756;0.001157126;-0.000279964;0.007592025;0.00387153;0.011461295;0.005847617;0.00413714
0.021420304;0.005165907;-9.93668E-05;-0.000811511;0.011128777;0.008677726;0.011789543;0.011044128;-0.000676608;-0.000444313;0.016583617;0.014757377;-0.000100045;0.01712719;-0.000261972;0.000449939;-0.001041422;0.008366138;0.007421667;0.000552609;0.004789956;0.003134291;-4.08183E-05;0.005534948;-0.000589151;-0.000433564;4.32652E-05;-0.000556289;0.000509653;-5.04693E-05;0.00093604;0.00772935;0.000173324;0.000204129;0.000997288;0.000677103;0.000610593;0.000509244;0.001258126;0.001384921;0.00297491;-0.000119672;0.000480232;0.00024521;0.001178543;-0.000269513;0.007609437;0.003895547;0.011518879;0.005854152;0.004160202
0.022166562;0.005200072;-8.61806E-05;-0.000791655;0.011189329;0.008728393;0.011849564;0.01105948;-0.000643164;-0.000394301;0.016647216;0.014787582;-7.5202E-05;0.017199387;-0.000250904;0.000466682;-0.001006186;0.008393925;0.00745592;0.000559852;0.004812442;0.003181312;-1.1797E-05;0.005557599;-0.000585205;-0.000416411;7.32488E-05;-0.000501837;0.000547588;-6.91566E-05;0.000982593;0.007788023;0.000198989;0.000239628;0.00102303;0.000686702;0.000643157;0.00051672;0.001277262;0.001399243;0.003021831;-0.000100176;0.000503383;0.000256542;0.001202229;-0.000247559;0.007634634;0.003922684;0.011582678;0.005849777;0.004183452
0.022944534;0.005250395;-6.46533E-05;-0.000757262;0.01125723;0.00878592;0.01193082;0.011094714;-0.000594496;-0.00033169;0.016728706;0.014824932;-3.07942E-05;0.017288688;-0.000216173;0.000475482;-0.000966658;0.008427061;0.00752623;0.000585858;0.00484368;0.00324026;1.60433E-05;0.005587456;-0.000542184;-0.000404237;0.000104968;-0.000451125;0.000585175;-6.79718E-05;0.001030298;0.007873795;0.000228189;0.000273842;0.001045679;0.000687774;0.000672572;0.000535688;0.001313073;0.001424998;0.003080963;-7.42415E-05;0.000533229;0.000280723;0.001232402;-0.0002061;0.007687397;0.003966361;0.011655975;0.005856908;0.004216913
